report_id,prompt_id,prompt_name,trial,from_date,to_date,date_window,report_text,generation_mode
A_011,A,Evidence-first newsroom brief,11,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"For 2026-03-01 to 2026-05-05, The Guardian Open Platform dashboard counted 240 articles across the United Kingdom, United States, India, Brazil, and Japan. The United Kingdom received 90 articles and Japan received 18, creating a 5.0x raw coverage gap. Politics and crisis coverage dominated the topic pattern. Editors could use this as a planning signal by reviewing lower-coverage countries, while treating article volume as an attention measure rather than proof of impact.",fixtures
A_012,A,Evidence-first newsroom brief,12,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"## Guardian Coverage Brief

From 2026-03-01 to 2026-05-05, The Guardian dashboard tracked 240 articles across the United Kingdom, United States, India, Brazil, and Japan. The United Kingdom led raw coverage with 90 articles, while Japan had 18, a 5.0x gap. The per-capita view also ranked the United Kingdom highest at 1.32 articles per 1M people, while India was lowest at 0.02. Politics and crisis coverage dominated the topic mix. Editors should review whether lower-coverage countries need planned follow-up, while noting that article counts measure attention, not impact.",fixtures
A_013,A,Evidence-first newsroom brief,13,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"The Guardian Open Platform results for 2026-03-01 to 2026-05-05 show 240 articles for five countries: United Kingdom, United States, India, Brazil, and Japan. Raw coverage was concentrated in the United Kingdom with 90 articles; Japan had 18. On population-adjusted coverage, the United Kingdom remained highest at 1.32 per 1M, while India was lowest at 0.02 per 1M. This suggests a geographic attention gap, not proof of audience interest or policy importance. A useful next step is to assign editors to inspect coverage gaps and compare topic balance by country.",fixtures
A_014,A,Evidence-first newsroom brief,14,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"For 2026-03-01 to 2026-05-05, The Guardian Open Platform dashboard counted 240 articles across the United Kingdom, United States, India, Brazil, and Japan. The United Kingdom received 90 articles and Japan received 18, creating a 5.0x raw coverage gap. Politics and crisis coverage dominated the topic pattern. Editors could use this as a planning signal by reviewing lower-coverage countries, while treating article volume as an attention measure rather than proof of impact.",fixtures
A_015,A,Evidence-first newsroom brief,15,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"## Guardian Coverage Brief

From 2026-03-01 to 2026-05-05, The Guardian dashboard tracked 240 articles across the United Kingdom, United States, India, Brazil, and Japan. The United Kingdom led raw coverage with 90 articles, while Japan had 18, a 5.0x gap. The per-capita view also ranked the United Kingdom highest at 1.32 articles per 1M people, while India was lowest at 0.02. Politics and crisis coverage dominated the topic mix. Editors should review whether lower-coverage countries need planned follow-up, while noting that article counts measure attention, not impact.",fixtures
A_016,A,Evidence-first newsroom brief,16,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"The Guardian Open Platform results for 2026-03-01 to 2026-05-05 show 240 articles for five countries: United Kingdom, United States, India, Brazil, and Japan. Raw coverage was concentrated in the United Kingdom with 90 articles; Japan had 18. On population-adjusted coverage, the United Kingdom remained highest at 1.32 per 1M, while India was lowest at 0.02 per 1M. This suggests a geographic attention gap, not proof of audience interest or policy importance. A useful next step is to assign editors to inspect coverage gaps and compare topic balance by country.",fixtures
A_017,A,Evidence-first newsroom brief,17,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"For 2026-03-01 to 2026-05-05, The Guardian Open Platform dashboard counted 240 articles across the United Kingdom, United States, India, Brazil, and Japan. The United Kingdom received 90 articles and Japan received 18, creating a 5.0x raw coverage gap. Politics and crisis coverage dominated the topic pattern. Editors could use this as a planning signal by reviewing lower-coverage countries, while treating article volume as an attention measure rather than proof of impact.",fixtures
A_018,A,Evidence-first newsroom brief,18,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"## Guardian Coverage Brief

From 2026-03-01 to 2026-05-05, The Guardian dashboard tracked 240 articles across the United Kingdom, United States, India, Brazil, and Japan. The United Kingdom led raw coverage with 90 articles, while Japan had 18, a 5.0x gap. The per-capita view also ranked the United Kingdom highest at 1.32 articles per 1M people, while India was lowest at 0.02. Politics and crisis coverage dominated the topic mix. Editors should review whether lower-coverage countries need planned follow-up, while noting that article counts measure attention, not impact.",fixtures
A_019,A,Evidence-first newsroom brief,19,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"The Guardian Open Platform results for 2026-03-01 to 2026-05-05 show 240 articles for five countries: United Kingdom, United States, India, Brazil, and Japan. Raw coverage was concentrated in the United Kingdom with 90 articles; Japan had 18. On population-adjusted coverage, the United Kingdom remained highest at 1.32 per 1M, while India was lowest at 0.02 per 1M. This suggests a geographic attention gap, not proof of audience interest or policy importance. A useful next step is to assign editors to inspect coverage gaps and compare topic balance by country.",fixtures
A_020,A,Evidence-first newsroom brief,20,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"For 2026-03-01 to 2026-05-05, The Guardian Open Platform dashboard counted 240 articles across the United Kingdom, United States, India, Brazil, and Japan. The United Kingdom received 90 articles and Japan received 18, creating a 5.0x raw coverage gap. Politics and crisis coverage dominated the topic pattern. Editors could use this as a planning signal by reviewing lower-coverage countries, while treating article volume as an attention measure rather than proof of impact.",fixtures
A_021,A,Evidence-first newsroom brief,21,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"## Guardian Coverage Brief

From 2026-03-01 to 2026-05-05, The Guardian dashboard tracked 240 articles across the United Kingdom, United States, India, Brazil, and Japan. The United Kingdom led raw coverage with 90 articles, while Japan had 18, a 5.0x gap. The per-capita view also ranked the United Kingdom highest at 1.32 articles per 1M people, while India was lowest at 0.02. Politics and crisis coverage dominated the topic mix. Editors should review whether lower-coverage countries need planned follow-up, while noting that article counts measure attention, not impact.",fixtures
A_022,A,Evidence-first newsroom brief,22,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"The Guardian Open Platform results for 2026-03-01 to 2026-05-05 show 240 articles for five countries: United Kingdom, United States, India, Brazil, and Japan. Raw coverage was concentrated in the United Kingdom with 90 articles; Japan had 18. On population-adjusted coverage, the United Kingdom remained highest at 1.32 per 1M, while India was lowest at 0.02 per 1M. This suggests a geographic attention gap, not proof of audience interest or policy importance. A useful next step is to assign editors to inspect coverage gaps and compare topic balance by country.",fixtures
A_023,A,Evidence-first newsroom brief,23,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"For 2026-03-01 to 2026-05-05, The Guardian Open Platform dashboard counted 240 articles across the United Kingdom, United States, India, Brazil, and Japan. The United Kingdom received 90 articles and Japan received 18, creating a 5.0x raw coverage gap. Politics and crisis coverage dominated the topic pattern. Editors could use this as a planning signal by reviewing lower-coverage countries, while treating article volume as an attention measure rather than proof of impact.",fixtures
A_024,A,Evidence-first newsroom brief,24,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"## Guardian Coverage Brief

From 2026-03-01 to 2026-05-05, The Guardian dashboard tracked 240 articles across the United Kingdom, United States, India, Brazil, and Japan. The United Kingdom led raw coverage with 90 articles, while Japan had 18, a 5.0x gap. The per-capita view also ranked the United Kingdom highest at 1.32 articles per 1M people, while India was lowest at 0.02. Politics and crisis coverage dominated the topic mix. Editors should review whether lower-coverage countries need planned follow-up, while noting that article counts measure attention, not impact.",fixtures
A_025,A,Evidence-first newsroom brief,25,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"The Guardian Open Platform results for 2026-03-01 to 2026-05-05 show 240 articles for five countries: United Kingdom, United States, India, Brazil, and Japan. Raw coverage was concentrated in the United Kingdom with 90 articles; Japan had 18. On population-adjusted coverage, the United Kingdom remained highest at 1.32 per 1M, while India was lowest at 0.02 per 1M. This suggests a geographic attention gap, not proof of audience interest or policy importance. A useful next step is to assign editors to inspect coverage gaps and compare topic balance by country.",fixtures
A_026,A,Evidence-first newsroom brief,26,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"For 2026-03-01 to 2026-05-05, The Guardian Open Platform dashboard counted 240 articles across the United Kingdom, United States, India, Brazil, and Japan. The United Kingdom received 90 articles and Japan received 18, creating a 5.0x raw coverage gap. Politics and crisis coverage dominated the topic pattern. Editors could use this as a planning signal by reviewing lower-coverage countries, while treating article volume as an attention measure rather than proof of impact.",fixtures
A_027,A,Evidence-first newsroom brief,27,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"## Guardian Coverage Brief

From 2026-03-01 to 2026-05-05, The Guardian dashboard tracked 240 articles across the United Kingdom, United States, India, Brazil, and Japan. The United Kingdom led raw coverage with 90 articles, while Japan had 18, a 5.0x gap. The per-capita view also ranked the United Kingdom highest at 1.32 articles per 1M people, while India was lowest at 0.02. Politics and crisis coverage dominated the topic mix. Editors should review whether lower-coverage countries need planned follow-up, while noting that article counts measure attention, not impact.",fixtures
A_028,A,Evidence-first newsroom brief,28,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"The Guardian Open Platform results for 2026-03-01 to 2026-05-05 show 240 articles for five countries: United Kingdom, United States, India, Brazil, and Japan. Raw coverage was concentrated in the United Kingdom with 90 articles; Japan had 18. On population-adjusted coverage, the United Kingdom remained highest at 1.32 per 1M, while India was lowest at 0.02 per 1M. This suggests a geographic attention gap, not proof of audience interest or policy importance. A useful next step is to assign editors to inspect coverage gaps and compare topic balance by country.",fixtures
A_029,A,Evidence-first newsroom brief,29,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"For 2026-03-01 to 2026-05-05, The Guardian Open Platform dashboard counted 240 articles across the United Kingdom, United States, India, Brazil, and Japan. The United Kingdom received 90 articles and Japan received 18, creating a 5.0x raw coverage gap. Politics and crisis coverage dominated the topic pattern. Editors could use this as a planning signal by reviewing lower-coverage countries, while treating article volume as an attention measure rather than proof of impact.",fixtures
A_030,A,Evidence-first newsroom brief,30,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"## Guardian Coverage Brief

From 2026-03-01 to 2026-05-05, The Guardian dashboard tracked 240 articles across the United Kingdom, United States, India, Brazil, and Japan. The United Kingdom led raw coverage with 90 articles, while Japan had 18, a 5.0x gap. The per-capita view also ranked the United Kingdom highest at 1.32 articles per 1M people, while India was lowest at 0.02. Politics and crisis coverage dominated the topic mix. Editors should review whether lower-coverage countries need planned follow-up, while noting that article counts measure attention, not impact.",fixtures
A_031,A,Evidence-first newsroom brief,31,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"The Guardian Open Platform results for 2026-03-01 to 2026-05-05 show 240 articles for five countries: United Kingdom, United States, India, Brazil, and Japan. Raw coverage was concentrated in the United Kingdom with 90 articles; Japan had 18. On population-adjusted coverage, the United Kingdom remained highest at 1.32 per 1M, while India was lowest at 0.02 per 1M. This suggests a geographic attention gap, not proof of audience interest or policy importance. A useful next step is to assign editors to inspect coverage gaps and compare topic balance by country.",fixtures
A_032,A,Evidence-first newsroom brief,32,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"For 2026-03-01 to 2026-05-05, The Guardian Open Platform dashboard counted 240 articles across the United Kingdom, United States, India, Brazil, and Japan. The United Kingdom received 90 articles and Japan received 18, creating a 5.0x raw coverage gap. Politics and crisis coverage dominated the topic pattern. Editors could use this as a planning signal by reviewing lower-coverage countries, while treating article volume as an attention measure rather than proof of impact.",fixtures
A_033,A,Evidence-first newsroom brief,33,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"## Guardian Coverage Brief

From 2026-03-01 to 2026-05-05, The Guardian dashboard tracked 240 articles across the United Kingdom, United States, India, Brazil, and Japan. The United Kingdom led raw coverage with 90 articles, while Japan had 18, a 5.0x gap. The per-capita view also ranked the United Kingdom highest at 1.32 articles per 1M people, while India was lowest at 0.02. Politics and crisis coverage dominated the topic mix. Editors should review whether lower-coverage countries need planned follow-up, while noting that article counts measure attention, not impact.",fixtures
A_034,A,Evidence-first newsroom brief,34,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"The Guardian Open Platform results for 2026-03-01 to 2026-05-05 show 240 articles for five countries: United Kingdom, United States, India, Brazil, and Japan. Raw coverage was concentrated in the United Kingdom with 90 articles; Japan had 18. On population-adjusted coverage, the United Kingdom remained highest at 1.32 per 1M, while India was lowest at 0.02 per 1M. This suggests a geographic attention gap, not proof of audience interest or policy importance. A useful next step is to assign editors to inspect coverage gaps and compare topic balance by country.",fixtures
A_035,A,Evidence-first newsroom brief,35,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"For 2026-03-01 to 2026-05-05, The Guardian Open Platform dashboard counted 240 articles across the United Kingdom, United States, India, Brazil, and Japan. The United Kingdom received 90 articles and Japan received 18, creating a 5.0x raw coverage gap. Politics and crisis coverage dominated the topic pattern. Editors could use this as a planning signal by reviewing lower-coverage countries, while treating article volume as an attention measure rather than proof of impact.",fixtures
A_036,A,Evidence-first newsroom brief,36,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"## Guardian Coverage Brief

From 2026-03-01 to 2026-05-05, The Guardian dashboard tracked 240 articles across the United Kingdom, United States, India, Brazil, and Japan. The United Kingdom led raw coverage with 90 articles, while Japan had 18, a 5.0x gap. The per-capita view also ranked the United Kingdom highest at 1.32 articles per 1M people, while India was lowest at 0.02. Politics and crisis coverage dominated the topic mix. Editors should review whether lower-coverage countries need planned follow-up, while noting that article counts measure attention, not impact.",fixtures
A_037,A,Evidence-first newsroom brief,37,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"The Guardian Open Platform results for 2026-03-01 to 2026-05-05 show 240 articles for five countries: United Kingdom, United States, India, Brazil, and Japan. Raw coverage was concentrated in the United Kingdom with 90 articles; Japan had 18. On population-adjusted coverage, the United Kingdom remained highest at 1.32 per 1M, while India was lowest at 0.02 per 1M. This suggests a geographic attention gap, not proof of audience interest or policy importance. A useful next step is to assign editors to inspect coverage gaps and compare topic balance by country.",fixtures
A_038,A,Evidence-first newsroom brief,38,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"For 2026-03-01 to 2026-05-05, The Guardian Open Platform dashboard counted 240 articles across the United Kingdom, United States, India, Brazil, and Japan. The United Kingdom received 90 articles and Japan received 18, creating a 5.0x raw coverage gap. Politics and crisis coverage dominated the topic pattern. Editors could use this as a planning signal by reviewing lower-coverage countries, while treating article volume as an attention measure rather than proof of impact.",fixtures
A_039,A,Evidence-first newsroom brief,39,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"## Guardian Coverage Brief

From 2026-03-01 to 2026-05-05, The Guardian dashboard tracked 240 articles across the United Kingdom, United States, India, Brazil, and Japan. The United Kingdom led raw coverage with 90 articles, while Japan had 18, a 5.0x gap. The per-capita view also ranked the United Kingdom highest at 1.32 articles per 1M people, while India was lowest at 0.02. Politics and crisis coverage dominated the topic mix. Editors should review whether lower-coverage countries need planned follow-up, while noting that article counts measure attention, not impact.",fixtures
A_040,A,Evidence-first newsroom brief,40,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"The Guardian Open Platform results for 2026-03-01 to 2026-05-05 show 240 articles for five countries: United Kingdom, United States, India, Brazil, and Japan. Raw coverage was concentrated in the United Kingdom with 90 articles; Japan had 18. On population-adjusted coverage, the United Kingdom remained highest at 1.32 per 1M, while India was lowest at 0.02 per 1M. This suggests a geographic attention gap, not proof of audience interest or policy importance. A useful next step is to assign editors to inspect coverage gaps and compare topic balance by country.",fixtures
A_041,A,Evidence-first newsroom brief,41,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"For 2026-03-01 to 2026-05-05, The Guardian Open Platform dashboard counted 240 articles across the United Kingdom, United States, India, Brazil, and Japan. The United Kingdom received 90 articles and Japan received 18, creating a 5.0x raw coverage gap. Politics and crisis coverage dominated the topic pattern. Editors could use this as a planning signal by reviewing lower-coverage countries, while treating article volume as an attention measure rather than proof of impact.",fixtures
A_042,A,Evidence-first newsroom brief,42,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"## Guardian Coverage Brief

From 2026-03-01 to 2026-05-05, The Guardian dashboard tracked 240 articles across the United Kingdom, United States, India, Brazil, and Japan. The United Kingdom led raw coverage with 90 articles, while Japan had 18, a 5.0x gap. The per-capita view also ranked the United Kingdom highest at 1.32 articles per 1M people, while India was lowest at 0.02. Politics and crisis coverage dominated the topic mix. Editors should review whether lower-coverage countries need planned follow-up, while noting that article counts measure attention, not impact.",fixtures
A_043,A,Evidence-first newsroom brief,43,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"The Guardian Open Platform results for 2026-03-01 to 2026-05-05 show 240 articles for five countries: United Kingdom, United States, India, Brazil, and Japan. Raw coverage was concentrated in the United Kingdom with 90 articles; Japan had 18. On population-adjusted coverage, the United Kingdom remained highest at 1.32 per 1M, while India was lowest at 0.02 per 1M. This suggests a geographic attention gap, not proof of audience interest or policy importance. A useful next step is to assign editors to inspect coverage gaps and compare topic balance by country.",fixtures
A_044,A,Evidence-first newsroom brief,44,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"For 2026-03-01 to 2026-05-05, The Guardian Open Platform dashboard counted 240 articles across the United Kingdom, United States, India, Brazil, and Japan. The United Kingdom received 90 articles and Japan received 18, creating a 5.0x raw coverage gap. Politics and crisis coverage dominated the topic pattern. Editors could use this as a planning signal by reviewing lower-coverage countries, while treating article volume as an attention measure rather than proof of impact.",fixtures
A_045,A,Evidence-first newsroom brief,45,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"## Guardian Coverage Brief

From 2026-03-01 to 2026-05-05, The Guardian dashboard tracked 240 articles across the United Kingdom, United States, India, Brazil, and Japan. The United Kingdom led raw coverage with 90 articles, while Japan had 18, a 5.0x gap. The per-capita view also ranked the United Kingdom highest at 1.32 articles per 1M people, while India was lowest at 0.02. Politics and crisis coverage dominated the topic mix. Editors should review whether lower-coverage countries need planned follow-up, while noting that article counts measure attention, not impact.",fixtures
A_046,A,Evidence-first newsroom brief,46,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"The Guardian Open Platform results for 2026-03-01 to 2026-05-05 show 240 articles for five countries: United Kingdom, United States, India, Brazil, and Japan. Raw coverage was concentrated in the United Kingdom with 90 articles; Japan had 18. On population-adjusted coverage, the United Kingdom remained highest at 1.32 per 1M, while India was lowest at 0.02 per 1M. This suggests a geographic attention gap, not proof of audience interest or policy importance. A useful next step is to assign editors to inspect coverage gaps and compare topic balance by country.",fixtures
A_047,A,Evidence-first newsroom brief,47,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"For 2026-03-01 to 2026-05-05, The Guardian Open Platform dashboard counted 240 articles across the United Kingdom, United States, India, Brazil, and Japan. The United Kingdom received 90 articles and Japan received 18, creating a 5.0x raw coverage gap. Politics and crisis coverage dominated the topic pattern. Editors could use this as a planning signal by reviewing lower-coverage countries, while treating article volume as an attention measure rather than proof of impact.",fixtures
A_048,A,Evidence-first newsroom brief,48,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"## Guardian Coverage Brief

From 2026-03-01 to 2026-05-05, The Guardian dashboard tracked 240 articles across the United Kingdom, United States, India, Brazil, and Japan. The United Kingdom led raw coverage with 90 articles, while Japan had 18, a 5.0x gap. The per-capita view also ranked the United Kingdom highest at 1.32 articles per 1M people, while India was lowest at 0.02. Politics and crisis coverage dominated the topic mix. Editors should review whether lower-coverage countries need planned follow-up, while noting that article counts measure attention, not impact.",fixtures
A_049,A,Evidence-first newsroom brief,49,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"The Guardian Open Platform results for 2026-03-01 to 2026-05-05 show 240 articles for five countries: United Kingdom, United States, India, Brazil, and Japan. Raw coverage was concentrated in the United Kingdom with 90 articles; Japan had 18. On population-adjusted coverage, the United Kingdom remained highest at 1.32 per 1M, while India was lowest at 0.02 per 1M. This suggests a geographic attention gap, not proof of audience interest or policy importance. A useful next step is to assign editors to inspect coverage gaps and compare topic balance by country.",fixtures
A_050,A,Evidence-first newsroom brief,50,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"For 2026-03-01 to 2026-05-05, The Guardian Open Platform dashboard counted 240 articles across the United Kingdom, United States, India, Brazil, and Japan. The United Kingdom received 90 articles and Japan received 18, creating a 5.0x raw coverage gap. Politics and crisis coverage dominated the topic pattern. Editors could use this as a planning signal by reviewing lower-coverage countries, while treating article volume as an attention measure rather than proof of impact.",fixtures
B_001,B,Concise executive summary,1,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"Coverage was not evenly distributed. The United Kingdom had 90 Guardian articles, more than any other country in the dashboard. The pattern may be useful for a quick editorial check, though more detail would be needed for a full analysis.",fixtures
B_002,B,Concise executive summary,2,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"The Guardian coverage summary shows uneven attention across countries. For 2026-03-01 to 2026-05-05, the dashboard found 240 articles, with the United Kingdom receiving the most coverage. This suggests editors may want to examine geographic balance in future work.",fixtures
B_003,B,Concise executive summary,3,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"Coverage was not evenly distributed. The United Kingdom had 90 Guardian articles, more than any other country in the dashboard. The pattern may be useful for a quick editorial check, though more detail would be needed for a full analysis.",fixtures
B_004,B,Concise executive summary,4,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"The Guardian coverage summary shows uneven attention across countries. For 2026-03-01 to 2026-05-05, the dashboard found 240 articles, with the United Kingdom receiving the most coverage. This suggests editors may want to examine geographic balance in future work.",fixtures
B_005,B,Concise executive summary,5,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"Coverage was not evenly distributed. The United Kingdom had 90 Guardian articles, more than any other country in the dashboard. The pattern may be useful for a quick editorial check, though more detail would be needed for a full analysis.",fixtures
B_006,B,Concise executive summary,6,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"The Guardian coverage summary shows uneven attention across countries. For 2026-03-01 to 2026-05-05, the dashboard found 240 articles, with the United Kingdom receiving the most coverage. This suggests editors may want to examine geographic balance in future work.",fixtures
B_007,B,Concise executive summary,7,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"Coverage was not evenly distributed. The United Kingdom had 90 Guardian articles, more than any other country in the dashboard. The pattern may be useful for a quick editorial check, though more detail would be needed for a full analysis.",fixtures
B_008,B,Concise executive summary,8,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"The Guardian coverage summary shows uneven attention across countries. For 2026-03-01 to 2026-05-05, the dashboard found 240 articles, with the United Kingdom receiving the most coverage. This suggests editors may want to examine geographic balance in future work.",fixtures
B_009,B,Concise executive summary,9,2026-03-01,2026-05-05,2026-03-01 to 2026-05-05,"Coverage was not evenly distributed. The United Kingdom had 90 Guardian articles, more than any other country in the dashboard. The pattern may be useful for a quick editorial check, though more detail would be needed for a full analysis.",fixtures
